Location,Staff Quarter,Table Name,24X7Security,AC,Area,ATM,BED,Cafeteria,Car Parking,Children'splayarea,Club House,Dining Table,Gasconnection,Golf Course,Gymnasium,Hospital,Indoor Games,Intercom,Jogging Track,Landscaped Gardens,Lift Available,Maintenance Staff,Microwave,Multipurpose Room,No. of Bedrooms,Power Backup,Price,Rain Water Harvesting,Refrigerator,Resale,School,Shopping Mall,Sofa,Sports Facility,Swimming Pool,TV,Vaastu Compliant,Wardrobe,Washing Machine,Wifi
Doddanekundi,0,Bangalore.csv,0,0,1675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,7520000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumbalgodu,1,Bangalore.csv,1,0,1083,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,3,1,6148000,1,0,0,1,1,0,1,1,0,1,0,0,0
Begur,1,Bangalore.csv,1,0,1805,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,3,1,11000000,1,0,0,1,1,0,1,1,0,1,0,0,0
Begur,1,Bangalore.csv,1,0,1880,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,3,1,11399999,1,0,0,1,1,0,1,1,0,1,0,0,0
Begur,1,Bangalore.csv,1,0,2180,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,4,1,13000000,1,0,0,1,1,0,1,1,0,1,0,0,0
Begur,1,Bangalore.csv,1,0,1850,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,3,1,11299999,1,0,0,1,1,0,1,1,0,1,0,0,0
Kannur on Thanisandra Main Road,0,Bangalore.csv,1,0,1188,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,4900000,1,0,0,0,0,0,0,1,0,0,0,0,0
Kannur on Thanisandra Main Road,0,Bangalore.csv,1,0,1215,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,5002000,1,0,0,0,0,0,0,1,0,0,0,0,0
Kannur on Thanisandra Main Road,0,Bangalore.csv,1,0,1224,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,5036000,1,0,0,0,0,0,0,1,0,0,0,0,0
Doddanekundi,0,Bangalore.csv,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,6736000,0,0,0,0,0,0,0,0,0,0,0,0,0
Doddanekundi,0,Bangalore.csv,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,8233000,0,0,0,0,0,0,0,0,0,0,0,0,0
Doddanekundi,0,Bangalore.csv,0,0,1355,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,6761000,0,0,0,0,0,0,0,0,0,0,0,0,0
Doddanekundi,0,Bangalore.csv,0,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,6611000,0,0,0,0,0,0,0,0,0,0,0,0,0
Doddanekundi,0,Bangalore.csv,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,6287000,0,0,0,0,0,0,0,0,0,0,0,0,0
Doddanekundi,0,Bangalore.csv,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,6437000,0,0,0,0,0,0,0,0,0,0,0,0,0
Doddanekundi,0,Bangalore.csv,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,6112000,0,0,0,0,0,0,0,0,0,0,0,0,0
Doddanekundi,0,Bangalore.csv,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,6487000,0,0,0,0,0,0,0,0,0,0,0,0,0
Dasarahalli on Tumkur Road,0,Bangalore.csv,1,0,1247,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,2,1,9412000,1,0,0,0,0,0,1,1,0,1,0,0,0
Dasarahalli on Tumkur Road,0,Bangalore.csv,1,0,1486,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,3,1,10500000,1,0,0,0,0,0,1,1,0,1,0,0,0
Dasarahalli on Tumkur Road,0,Bangalore.csv,1,0,1433,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,3,1,10200000,1,0,0,0,0,0,1,1,0,1,0,0,0
Kengeri,0,Bangalore.csv,1,0,1152,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,2,1,4722000,1,0,0,0,0,0,1,1,0,0,0,0,0
Kengeri,0,Bangalore.csv,1,0,1119,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,2,1,4586000,1,0,0,0,0,0,1,1,0,0,0,0,0
Kengeri,0,Bangalore.csv,1,0,1118,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,2,1,4582000,1,0,0,0,0,0,1,1,0,0,0,0,0
Kengeri,0,Bangalore.csv,1,0,1656,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,3,1,6787000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1629,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,9319000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1237,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,6892000,1,0,0,0,0,0,1,1,0,0,0,0,0
Bommanahalli,0,Bangalore.csv,1,0,1275,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,1,9277000,0,0,0,0,0,0,1,1,0,0,0,0,0
Bommanahalli,0,Bangalore.csv,1,0,1615,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,3,1,11600000,0,0,0,0,0,0,1,1,0,0,0,0,0
Bommanahalli,0,Bangalore.csv,1,0,1515,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,3,1,10900000,0,0,0,0,0,0,1,1,0,0,0,0,0
Bommanahalli,0,Bangalore.csv,1,0,1455,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,3,1,10500000,0,0,0,0,0,0,1,1,0,0,0,0,0
Bommanahalli,0,Bangalore.csv,1,0,1360,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,3,1,9859000,0,0,0,0,0,0,1,1,0,0,0,0,0
Ramamurthy Nagar,0,Bangalore.csv,1,0,1409,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,3,1,6973999,1,0,0,0,0,0,0,0,0,1,0,0,0
Ramamurthy Nagar,0,Bangalore.csv,1,0,1139,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,1,5705000,1,0,0,0,0,0,0,0,0,1,0,0,0
Ramamurthy Nagar,0,Bangalore.csv,1,0,1154,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,1,5772000,1,0,0,0,0,0,0,0,0,1,0,0,0
Ramamurthy Nagar,0,Bangalore.csv,1,0,1353,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,3,1,6720999,1,0,0,0,0,0,0,0,0,1,0,0,0
Ramamurthy Nagar,0,Bangalore.csv,1,0,1362,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,3,1,6761000,1,0,0,0,0,0,0,0,0,1,0,0,0
Ramamurthy Nagar,0,Bangalore.csv,1,0,1133,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,1,5677000,1,0,0,0,0,0,0,0,0,1,0,0,0
Ramamurthy Nagar,0,Bangalore.csv,1,0,1068,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,1,5384000,1,0,0,0,0,0,0,0,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1540,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,3,1,9141000,1,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1610,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,3,1,9522000,1,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1715,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,3,1,10000000,1,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1195,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,1,7211000,1,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1425,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,3,1,8514000,1,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1760,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,3,1,10300000,1,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1300,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,1,7783000,1,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1235,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,1,7429000,1,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1305,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,1,7809999,1,0,0,0,0,0,0,1,0,1,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,660,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,3506000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,1120,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,2,1,6250000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,1120,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,2,1,6250000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,715,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,3797999,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,715,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,3797999,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,910,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,2,1,5034000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,910,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,2,1,5034000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,1430,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,3,1,7897000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,1430,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,3,1,7897000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,965,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,2,1,5327000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,965,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,2,1,5327000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,1500,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,3,1,8269000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,1500,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,3,1,8269000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,1065,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,2,1,5958000,1,0,0,0,1,0,0,1,0,0,0,0,0
Electronic City Phase 1,0,Bangalore.csv,1,0,1065,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,2,1,5958000,1,0,0,0,1,0,0,1,0,0,0,0,0
Yelahanka,1,Bangalore.csv,1,0,1273,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,2,1,6900000,1,0,0,0,0,0,0,1,0,1,0,0,0
Yelahanka,1,Bangalore.csv,1,0,1705,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,3,1,9700000,1,0,0,0,0,0,0,1,0,1,0,0,0
Yelahanka,1,Bangalore.csv,1,0,1304,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,2,1,7300000,1,0,0,0,0,0,0,1,0,1,0,0,0
Anjanapura,0,Bangalore.csv,1,0,1700,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,9180000,1,0,0,0,0,0,1,1,0,1,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1277,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,6986000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1111,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,6081000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1443,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,7891000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1109,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,6070000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1089,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,5961000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1544,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,8442000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1647,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,9003000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1082,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,5923000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1128,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,6174000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1095,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,5994000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1496,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,8180000,1,0,0,0,0,0,0,1,0,0,0,0,0
Carmelaram,0,Bangalore.csv,1,0,1401,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,7662000,1,0,0,0,0,0,0,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1538,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,8763000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1573,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,8957000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1181,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,6581000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1687,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,9640000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1196,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,6664000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1190,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,6631000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1766,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,10000000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1730,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,9879000,1,0,0,0,0,0,1,1,0,0,0,0,0
Horamavu,0,Bangalore.csv,1,0,1532,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,8529000,1,0,0,0,0,0,1,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1305,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,7252000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1645,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,9037000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1315,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,7298000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1950,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,10400000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1750,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,9520000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1300,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,7229000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1830,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,9887000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1935,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,10300000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1285,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,7159999,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,2010,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,10700000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1615,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,8900000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1720,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,9382000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1325,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,7344000,1,0,0,1,1,0,0,1,0,0,0,0,0
Jalahalli,0,Bangalore.csv,1,0,1270,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,7091000,1,0,0,1,1,0,0,1,0,0,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1320,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,6279000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1100,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,5306000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1405,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,6655000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1075,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,5195000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1140,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,5483000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1150,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,5527000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1350,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,6412000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1265,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,6036000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1015,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,4930000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1395,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,6611000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1070,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,5173000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1270,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,6058000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1320,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,6279000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1050,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,5085000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1355,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,6434000,0,0,0,0,0,0,0,1,0,1,0,0,0
Kasavanahalli,0,Bangalore.csv,0,0,1090,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,5262000,0,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1485,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6681999,1,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1450,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6525000,1,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1555,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6997000,1,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1355,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6097000,1,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1360,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6120000,1,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1365,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6142000,1,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1495,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6727000,1,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1395,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6277000,1,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1500,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6750000,1,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,0,0,1435,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,6456999,1,0,0,0,0,0,0,1,0,0,0,0,0
Bommasandra,0,Bangalore.csv,1,0,1310,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,3,1,5240000,1,0,0,0,0,0,0,1,0,0,0,0,0
Bommasandra,0,Bangalore.csv,1,0,1030,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,2,1,4120000,1,0,0,0,0,0,0,1,0,0,0,0,0
Bellandur,1,Bangalore.csv,1,0,1275,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,3,1,7012000,1,0,0,0,0,0,0,1,0,1,0,0,0
Bellandur,1,Bangalore.csv,1,0,1490,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,3,1,8195000,1,0,0,0,0,0,0,1,0,1,0,0,0
RR Nagar,0,Bangalore.csv,0,0,1706,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,3,1,8050000,1,0,0,0,0,0,0,1,0,1,0,0,0
RR Nagar,0,Bangalore.csv,0,0,1258,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,1,5900000,1,0,0,0,0,0,0,1,0,1,0,0,0
RR Nagar,0,Bangalore.csv,0,0,1723,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,3,1,8100000,1,0,0,0,0,0,0,1,0,1,0,0,0
RR Nagar,0,Bangalore.csv,0,0,1369,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,1,6400000,1,0,0,0,0,0,0,1,0,1,0,0,0
RR Nagar,0,Bangalore.csv,0,0,1335,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,1,6275000,1,0,0,0,0,0,0,1,0,1,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,2000,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,3,1,14400000,0,0,0,0,0,0,0,1,0,0,0,0,0
Whitefield Hope Farm Junction,0,Bangalore.csv,1,0,1900,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,3,1,13700000,0,0,0,0,0,0,0,1,0,0,0,0,0
